Capverdian Creole,Portuguese,English
"Dfavor, corrigí nha pronúncia.","Por favor, corrija minha pronúncia.",Please correct my pronunciation.
"Dfovor, corrigí nhe pronúncia.","Por favor, corrija minha pronúncia.",Please correct my pronunciation.
"Dfavor, ke bô andá ne kel grama.","Por favor, não ande na grama.",Please do not walk on the grass.
"Dfovor, ene p bô andá ne kel grama.","Por favor, não ande na grama.",Please do not walk on the grass.
"Dfavor, ke bô fazê nada xtúpt.","Por favor, não faça nada estúpido.",Please don't do anything stupid.
"Dfovor, ene p bô fezê nada xtúpt.","Por favor, não faça nada estúpido.",Please don't do anything stupid.
"Dfavor, nunca mas fazê iss.","Por favor, nunca mais faça isso.",Please don't ever do that again.
"Dfovor, nunca mes fezê iss.","Por favor, nunca mais faça isso.",Please don't ever do that again.
"Dfavor, ke bô trá fot li.","Por favor, não tire fotos aqui.",Please don't take pictures here.
"Dfovor, ene p bô trá fot ei.","Por favor, não tire fotos aqui.",Please don't take pictures here.
"Dfavor, desculpam p ser rude.","Por favor, desculpe -me por ser rude.",Please excuse me for being rude.
"Dfovor, desculpem p ser rude.","Por favor, desculpe -me por ser rude.",Please excuse me for being rude.
"Dfavor, xplicam manera txegá lá.","Por favor, explique como chegar lá.",Please explain how to get there.
"Dfovor, xplicem manera txegá lá.","Por favor, explique como chegar lá.",Please explain how to get there.
"Dfavor, congelá kel pexe e kel carne.",Congele o peixe e a carne.,Please freeze the fish and meat.
"Dfovor, congelá kel pexe e kel carne.",Congele o peixe e a carne.,Please freeze the fish and meat.
"Dfavor, dam um cop de água.","Por favor, me dê um copo de água.",Please give me a glass of water.
"Dfovor, dem um cop de água.","Por favor, me dê um copo de água.",Please give me a glass of water.
"Dfavor, dam um padoç de pão.","Por favor, me dê um pedaço de pão.",Please give me a piece of bread.
"Dfavor, dem um podoç de pom.","Por favor, me dê um pedaço de pão.",Please give me a piece of bread.
"Dfavor, dam um folha de papel.","Por favor, me dê uma folha de papel.",Please give me a sheet of paper.
"Dfovor, dem um folha de pepel.","Por favor, me dê uma folha de papel.",Please give me a sheet of paper.
"Dfavor, dam elgum cosa pe kmê.","Por favor, me dê algo para comer.",Please give me something to eat.
"Dfovor, dem elgum cosa pe kmê.","Por favor, me dê algo para comer.",Please give me something to eat.
"Dfavor, batê antxê de entrá.","Por favor, bata antes de entrar.",Please knock before you come in.
"Dfovor, betê entxê de entrá.","Por favor, bata antes de entrar.",Please knock before you come in.
"Dfavor, txam trá bô fot.","Por favor, deixe -me tirar sua foto.",Please let me take your picture.
"Dfovor, txem trá bô fot.","Por favor, deixe -me tirar sua foto.",Please let me take your picture.
"Dfavor, colokel de volta ne se lugar.","Por favor, coloque -o de volta em seu lugar.",Please put it back in its place.
"Dfovor, colokel de volta ne se lugar.","Por favor, coloque -o de volta em seu lugar.",Please put it back in its place.
"Dfavor, pô bô idade ness formulár.","Por favor, coloque sua idade no formulário.",Please put your age on the form.
"Dfovor, pô bô idade ness formulár.","Por favor, coloque sua idade no formulário.",Please put your age on the form.
"Dfavor, pô ne bô lugar.","Por favor, coloque -se no meu lugar.",Please put yourself in my place.
"Dfovor, pô ne bô lugar.","Por favor, coloque -se no meu lugar.",Please put yourself in my place.
"Dfavor, lembrá de xkrevê pe el.",Lembre -se de escrever para ela.,Please remember to write to her.
"Dfovor, lembrá de xkrevê pe el.",Lembre -se de escrever para ela.,Please remember to write to her.
"Dfavor, dzê oi p bô família.","Por favor, diga olá para sua família.",Please say hello to your family.
"Dfovor, dzê oi p bô femília.","Por favor, diga olá para sua família.",Please say hello to your family.
"Dfavor, serví bô refeição primer.","Por favor, sirva sua refeição primeiro.",Please serve him his meal first.
"Dfovor, serví bô refeição primer.","Por favor, sirva sua refeição primeiro.",Please serve him his meal first.
"Dfavor, mostram bô broç frid.","Por favor, mostre -me seu braço ferido.",Please show me your injured arm.
"Dfovor, mostrem bô broç frid.","Por favor, mostre -me seu braço ferido.",Please show me your injured arm.
"Dfavor, mostram bô album de sel.","Por favor, mostre -me seu álbum de selos.",Please show me your stamp album.
"Dfovor, mostrem bô album de sel.","Por favor, mostre -me seu álbum de selos.",Please show me your stamp album.
"Dfavor, fetxá kel porta traz de bô.","Por favor, feche a porta atrás de você.",Please shut the door behind you.
"Dfovor, fetxá kel porta traz de bô.","Por favor, feche a porta atrás de você.",Please shut the door behind you.
"Dfavor, fcá temp ke bô desejá.","Por favor, fique o tempo que desejar.",Please stay as long as you wish.
"Dfovor, fcá temp ke bô desejá.","Por favor, fique o tempo que desejar.",Please stay as long as you wish.
"Dfavor, fcá ne nha casa ess not.","Por favor, fique na minha casa esta noite.",Please stay at my house tonight.
"Dfovor, fcá ne nhe casa ess not.","Por favor, fique na minha casa esta noite.",Please stay at my house tonight.
Pobreza ê raiz de tud mal.,A pobreza é a raiz de todo o mal.,Poverty is the root of all evil.
Pré-aqueçê kel forn p 130 grau.,Pré -aqueça o forno a 130 graus.,Preheat the oven to 130 degrees.
Preç te preste a sebi ote vez.,Os preços estão prestes a subir novamente.,Prices are about to go up again.
Impressão de tinta ê xcosse.,A impressão de tinta é escassa.,Printing ink is in short supply.
Pô kel livre dondê ke bô otxel.,Coloque o livro onde você o encontrou.,Put the book where you found it.
Pô kel livre dondê ke bô otxal.,Coloque o livro onde você o encontrou.,Put the book where you found it.
Alê kes instrução ke cuidód.,Leia as instruções com cuidado.,Read the instructions carefully.
Elê kes instrução ke cuidód.,Leia as instruções com cuidado.,Read the instructions carefully.
De moment mim ke te ke temp.,"No momento, não tenho tempo.",Right now I don't have any time.
De moment mim ene de ke temp.,"No momento, não tenho tempo.",Right now I don't have any time.
Casamente entre psoas de mesm sex ei ê legal.,O casamento entre pessoas do mesmo sexo é legal aqui.,Same-sex marriage is legal here.
Dzê olá p bô pai p mim.,Diga olá ao seu pai por mim.,Say hello to your father for me.
Dzê olá p bô irmã p mim.,Diga olá para sua irmã para mim.,Say hello to your sister for me.
M te oiób manhã ne biblioteca.,Vejo você amanhã na biblioteca.,See you tomorrow in the library.
Clima severo te assuta psoas.,O clima severo assusta as pessoas.,Severe weather frightens people.
Esgot geramente te pului ocian.,O esgoto geralmente polui o oceano.,Sewage often pollutes the ocean.
M devê prepará um refeição kente p bô?,Devo preparar uma refeição quente para você?,Shall I prepare you a warm meal?
El companham ne pione.,Ela me acompanhou no piano.,She accompanied me on the piano.
El companhem ne pione.,Ela me acompanhou no piano.,She accompanied me on the piano.
El acusam de contá um mintira.,Ela me acusou de contar uma mentira.,She accused me of telling a lie.
El acusem de contá um mintira.,Ela me acusou de contar uma mentira.,She accused me of telling a lie.
El alcançá resultód notavél.,Ela alcançou resultados notáveis.,She achieved remarkable results.
El admití ke el tava erród.,Ela admitiu que estava errada.,She admitted that she was wrong.
El aconcelhel a xpiá um advogád.,Ela o aconselhou a ver um advogado.,She advised him to see a lawyer.
El aconselhel a pará de fmá.,Ela o aconselhou a parar de fumar.,She advised him to stop smoking.
El aconselhal a pará de fmá.,Ela o aconselhou a parar de fumar.,She advised him to stop smoking.
El aconselhal a xtudá mas.,Ela o aconselhou a estudar mais.,She advised him to study harder.
El aconselhel a xtudá mes.,Ela o aconselhou a estudar mais.,She advised him to study harder.
El te sempre te mantê se cabel limp.,Ela sempre mantém o cabelo limpo.,She always keeps her hair clean.
El te sempre te mentê se cebel limp.,Ela sempre mantém o cabelo limpo.,She always keeps her hair clean.
El te sempre fala mal de otes.,Ela sempre fala mal dos outros.,She always speaks ill of others.
Mim ma el te ne mesm classe.,Ela e eu estamos na mesma classe.,She and I are in the same class.
El te percê ter pok emig.,Ela parece ter poucos amigos.,She appears to have few friends.
El dicutí ma el sobre dnher.,Ela discutiu com ele sobre dinheiro.,She argued with him about money.
El pedí p el ligal mas tarde.,Ela pediu que ele ligasse para ela mais tarde.,She asked him to call her later.
El pedí p el ligel mas terde.,Ela pediu que ele ligasse para ela mais tarde.,She asked him to call her later.
El perguntel porkê ke tava te txorá.,Ela perguntou a ele por que ele estava chorando.,She asked him why he was crying.
El pedim p m ebrí janela.,Ela me pediu para abrir a janela.,She asked me to open the window.
El afimá ke el tava certa.,Ela afirmou que estava certa.,She asserted that she was right.
El atacel ke ses punh.,Ela o atacou com os punhos.,She attacked him with her fists.
El comprá kel vestid por impuls.,Ela comprou o vestido por impulso.,She bought the dress on impulse.
EL kebrá kel janela de propósit.,Ela quebrou a janela de propósito.,She broke the window on purpose.
El te podê falá inglês naturalment.,Ela pode falar naturalmente inglês.,She can naturally speak English.
El te podê falá inglês mut dret.,Ela pode falar inglês muito bem.,She can speak English very well.
El te podê nada alêm du ke m te podê.,Ela pode nadar além do que eu posso.,She can swim further than I can.
El ke te podê supri ses emoção.,Ela não pode suprimir suas emoções.,She can't suppress her emotions.
El ene de podê supri ses emoção.,Ela não pode suprimir suas emoções.,She can't suppress her emotions.
El ke te podê dzê cert de erród.,Ela não pode dizer o certo do errado.,She can't tell right from wrong.
El ene de podê dzê cert de erród.,Ela não pode dizer o certo do errado.,She can't tell right from wrong.
El limpá se quart ne pressa.,Ela limpou o quarto com pressa.,She cleaned her room in a hurry.
El cometê suicídio onte.,Ela cometeu suicídio ontem.,She committed suicide yesterday.
El ke tava podê lida ke anciadade.,Ela não podia lidar com a ansiedade.,She could not cope with anxiety.
El ene dava podê lida ke anciadade.,Ela não podia lidar com a ansiedade.,She could not cope with anxiety.
El exigí oiá gerente.,Ela exigiu ver o gerente.,She demanded to see the manager.
El ke fazê nada além de txorá dia inter.,Ela não fez nada além de chorar o dia todo.,She did nothing but cry all day.
El ene fezê nada além de txorá dia inter.,Ela não fez nada além de chorar o dia todo.,She did nothing but cry all day.
El ke fazê nada além de xpiá em volta.,Ela não fez nada além de olhar em volta.,She did nothing but look around.
El ene fezê nada além de xpiá em volta.,Ela não fez nada além de olhar em volta.,She did nothing but look around.
El largal p um ome mas ric.,Ela o largou por um homem mais rico.,She dumped him for a richer man.
El lergel p um ome mes ric.,Ela o largou por um homem mais rico.,She dumped him for a richer man.
El ke te kmê nada além de vegetal.,Ela não come nada além de vegetais.,She eats nothing but vegetables.
El ene de kmê nada além de vegetal.,Ela não come nada além de vegetais.,She eats nothing but vegetables.
El gosta de conversa ma el.,Ela gostava de conversar com ele.,She enjoyed conversing with him.
El xplicá ses razão p nos.,Ela explicou suas razões para nós.,She explained her reasons to us.
El falhá tud vez kel tentá.,Ela falhou toda vez que tentava.,She failed every time she tried.
El kei e machucá joelhe.,Ela caiu e machucou o joelho.,She fell down and hurt her knee.
El sintí se coração batê rapt.,Ela sentiu seu coração bater rapidamente.,She felt her heart beat quickly.
El sintí se coração betê rapt.,Ela sentiu seu coração bater rapidamente.,She felt her heart beat quickly.
El sintí alguém te tokel de volta.,Ela sentiu alguém tocá -la de volta.,She felt someone touch her back.
El incontrá se bebê einda te durmi.,Ela encontrou seu bebê ainda dormindo.,She found her baby still asleep.
El del algo de bebe.,Ela deu a ele algo para beber.,She gave him something to drink.
El del algo de bibe.,Ela deu a ele algo para beber.,She gave him something to drink.
El dam um número de tlefone folse.,Ela me deu um número de telefone falso.,She gave me a fake phone number.
El dem um número de tlefone folse.,Ela me deu um número de telefone falso.,She gave me a fake phone number.
El dam um presente maravilhose.,Ela me deu um presente maravilhoso.,She gave me a wonderful present.
El dem um presente maravilhose.,Ela me deu um presente maravilhoso.,She gave me a wonderful present.
El sei ne próxim xtação.,Ela saiu na próxima estação.,She got off at the next station.
El comprimentel te acená ke mom.,Ela o cumprimentou acenando com a mão.,She greeted him waving her hand.
El te cultivá um bocód tip de flor.,Ela cultiva muitos tipos de flores.,She grows many kinds of flowers.
El tinha unm cesta chei de maçã.,Ela tinha uma cesta cheia de maçãs.,She had a basket full of apples.
El ke tinha nada p fazê onte.,Ela não tinha nada para fazer ontem.,She had nothing to do yesterday.
El ene dinha nada p fezê onte.,Ela não tinha nada para fazer ontem.,She had nothing to do yesterday.
El ke tinha nada p dzê sobre iss.,Ela não tinha nada a dizer sobre isso.,She had nothing to say about it.
El ene dinha nada p dzê sobre iss.,Ela não tinha nada a dizer sobre isso.,She had nothing to say about it.
El tive gentileza ne isdam.,Ela tinha a gentileza em me ajudar.,She had the kindness to help me.
El tive gentileza ne esdem.,Ela tinha a gentileza em me ajudar.,She had the kindness to help me.
El tem um lenç ne volta de se pescoç.,Ela tem um lenço em volta do pescoço.,She has a scarf around her neck.
El tem um personalidade maravilhose.,Ela tem uma personalidade maravilhosa.,She has a wonderful personality.
El já el sei de xcritório.,Ela já saiu do escritório.,She has already left the office.
El tem ar de ser um dama.,Ela tem o ar de ser uma dama.,She has the air of being a lady.
El einda ene limpá se quarte.,Ela ainda não limpou o quarto.,She hasn't cleaned her room yet.
El contratal como interprete.,Ela o contratou como intérprete.,She hired him as an interpreter.
El contretel como interprete.,Ela o contratou como intérprete.,She hired him as an interpreter.
El imformam de se dcisão.,Ela me informou de sua decisão.,She informed me of her decision.
El imformem de se dcisão.,Ela me informou de sua decisão.,She informed me of her decision.
El apresentam ne se pai.,Ela me apresentou ao pai.,She introduced me to her father.
El apresentem ne se pé.,Ela me apresentou ao pai.,She introduced me to her father.
El presentam ne se irmã.,Ela me apresentou a sua irmã.,She introduced me to her sister.
El presentem ne se irmã.,Ela me apresentou a sua irmã.,She introduced me to her sister.
El ê visinha mas gracionse.,Ela é uma vizinha mais graciosa.,She is a most gracious neighbor.
El ê visinha mes gracionse.,Ela é uma vizinha mais graciosa.,She is a most gracious neighbor.
El ê xpecialista em matemática.,Ela é especialista em matemática.,She is an expert in mathematics.
El te anciose ke se segurança.,Ela está ansiosa com sua segurança.,She is anxious about her safety.
El ê tão fine moda um bastão de bassora.,Ela é tão fina quanto um bastão de vassoura.,She is as thin as a broom stick.
El tite ser chantagiód p el.,Ela está sendo chantageada por ele.,She is being blackmailed by him.
Certamente el tite bei passá ne exame.,Ela certamente passará no exame.,She is certain to pass the exam.
Certamente el te bei passá ne exame.,Ela certamente passará no exame.,She is certain to pass the exam.
El te distante ma el.,Ela está distante com ele.,She is distantly related to him.
El tite xperá um bebê ne junho.,Ela está esperando um bebê em junho.,She is expecting a baby in June.
El ê bom ne fala inglês.,Ela é boa em falar inglês.,She is good at speaking English.
El tite xpiá p ses chave de corr.,Ela está procurando as chaves do carro.,She is looking for her car keys.
El te de dieta p perdê pese.,Ela está de dieta para perder peso.,She is on a diet to lose weight.
El ê dos one mas vei ke bô.,Ela é dois anos mais velha que você.,She is two years older than you.
El beijá kes lagrima de kel mnine.,Ela beijou as lágrimas do menino.,She kissed away the boy's tears.
El tava gosta de fala de el mesm.,Ela gostava de falar de si mesma.,She liked talking about herself.
El tava uvi música p um bocód de hora.,Ela ouviu música por horas.,She listened to music for hours.
El vivê ma el se vida inter.,Ela viveu com ele a vida toda.,She lived with him all her life.
El te mora ne um apartament el so.,Ela mora em um apartamento sozinho.,She lives in an apartment alone.
El xpiel dret dente de oi.,Ela o olhou bem nos olhos.,She looked him right in the eye.
El oiá atravez de kel brok.,Ela olhou através do buraco.,She looked out through the hole.
El te percê moda se mãe.,Ela se parece muito com sua mãe.,She looks a lot like her mother.
El te adorá usa ropa pertód.,Ela adora usar roupas apertadas.,She loves to wear tight clothes.
El cometê mesmo err de nov.,Ela cometeu o mesmo erro novamente.,She made the same mistake again.
El formá ne literatura Francesa.,Ela se formou na literatura francesa.,She majors in French literature.
El ê formód ne química orgânica.,Ela é formada em química orgânica.,She majors in organic chemistry.
El devê ter fet iss onte.,Ela deve ter feito isso ontem.,She must have done it yesterday.
El passá sem oiam.,Ela passou sem me ver.,She passed by without seeing me.
El passá sem oiem.,Ela passou sem me ver.,She passed by without seeing me.
El plantá rosa ne kel jardim.,Ela plantou rosas no jardim.,She planted roses in the garden.
El drramá água ne kel bacia.,Ela derramou água na bacia.,She poured water into the basin.
El ilogiel p se honestidade.,Ela o elogiou por sua honestidade.,She praised him for his honesty.
El prometem ke el tava bem.,Ela me prometeu que tinha vindo.,She promised me that she'd come.
El prometem ke len dava conta ninguém.,Ela prometeu não contar a ninguém.,She promised not to tell anyone.
El po ses cotovel ne ses joelhe.,Ela colocou os cotovelos nos joelhos.,She put her elbows on her knees.
El recusá a aceita kel dnher.,Ela se recusou a aceitar o dinheiro.,She refused to accept the money.
El arriscá se vida p selvel.,Ela arriscou sua vida para salvá -lo.,She risked her life to save him.
El dzê el mestê sei de um vez.,Ela disse que deve sair de uma vez.,She said she must leave at once.
El dzê ke el tava voltá em breve.,Ela disse que voltaria em breve.,She said she would be back soon.
El cantá um músca japonês p nos.,Ela cantou uma música japonesa para nós.,She sang a Japanese song for us.
El oiel te dirigí se corr nov.,Ela o viu dirigindo seu carro novo.,She saw him driving his new car.
El oiá um bocód de animal ne kemim.,Ela viu muitos animais a caminho.,She saw many animals on the way.
El dzê ke el te gosta de flor.,Ela diz que gosta de flores.,She says that she likes flowers.
El mostram kel campus.,Ela me mostrou o campus.,She showed me around the campus.
El mostrem kel campus.,Ela me mostrou o campus.,She showed me around the campus.
El passá tud atarde te kuznhá.,Ela passou a tarde toda cozinhando.,She spent all afternoon cooking.
El kmeçá Kyoto onte.,Ela começou para Kyoto ontem.,She started for Kyoto yesterday.
De repente el perdê consciência.,Ela de repente perdeu a consciência.,She suddenly lost consciousness.
El te fazê aula particular de pian.,Ela faz aulas particulares de piano.,She takes private piano lessons.
El te fezê aula particular de pion.,Ela faz aulas particulares de piano.,She takes private piano lessons.
El te inxná leitura e xcritá.,Ela ensina leitura e escrita.,She teaches reading and writing.
El te tendê a trasa pe xcolá.,Ela tende a se atrasar para a escola.,She tends to be late for school.
El pensá ke mim era médico.,Ela pensou que eu era médico.,She thought that I was a doctor.
El dzel ke el te emel.,Ela disse a ele que o amava.,She told him that she loved him.
El dzel ke el tava fliz.,Ela disse a ele que estava feliz.,She told him that she was happy.
El dzê nos p nos ke fazê barulhe.,Ela nos disse para não fazer barulho.,She told us not to make a noise.
El dzê nos p nos ene fezê borulhe.,Ela nos disse para não fazer barulho.,She told us not to make a noise.
El dzê nos ke xtrada tava fetxód.,Ela nos disse que a estrada estava fechada.,She told us the road was closed.
El levá kel táxi p museu.,Ela levou o táxi para o museu.,She took the taxi to the museum.
El tokel ne ombre.,Ela o tocou no ombro.,She touched him on the shoulder.
El traduzí kel palavra p palavra.,Ela traduziu a palavra por palavra.,She translated it word for word.
El viajá p tud mund.,Ela viajou por todo o mundo.,She traveled all over the world.
El tentá agradal em vão.,Ela tentou em vão agradá -lo.,She tried in vain to please him.
El tentá agredel em vão.,Ela tentou em vão agradá -lo.,She tried in vain to please him.
El tentá diminui ses despesa.,Ela tentou diminuir suas despesas.,She tried to lower her expenses.
El visitel 20 de outubro.,Ela o visitou em 20 de outubro.,She visited him on October 20th.
El xperá p el voltá pa casa.,Ela esperou que ele voltasse para casa.,She waited for him to come home.
El krê trebalhá ne um hospital.,Ela quer trabalhar em um hospital.,She wants to work in a hospital.
El era um gênio ne matemática.,Ela era uma genialidade em matemática.,She was a genius in mathematics.
El era pionera nesse camp.,Ela era pioneira nesse campo.,She was a pioneer in this field.
El fcá surprese te uvi ess notícia.,Ela ficou surpresa ao ouvir as notícias.,She was amazed to hear the news.
El era surpreendentemente bnita.,Ela era surpreendentemente bonita.,She was astonishingly beautiful.
El nescê ne um vila peknin.,Ela nasceu em uma pequena vila.,She was born in a small village.
El tava ocupód te fazê se traboi de casa.,Ela estava ocupada fazendo seu dever de casa.,She was busy doing her homework.
El tava ocupód te fezê se troboi de casa.,Ela estava ocupada fazendo seu dever de casa.,She was busy doing her homework.
El foi quase atingíd pe um bicicleta.,Ela quase foi atingida por uma bicicleta.,She was nearly hit by a bicycle.
El tava a pont de sei.,Ela estava a ponto de sair.,She was on the point of leaving.
El foi dominód p felicidade.,Ela foi dominada pela felicidade.,She was overcome with happiness.
El tava te po língua p for a.,Ela estava colocando a língua para fora.,She was sticking her tongue out.
El tava mut fliz ke nha presente,Ela estava muito feliz com meu presente.,She was very happy with my gift.
El tava mut fliz ke nhe presente,Ela estava muito feliz com meu presente.,She was very happy with my gift.
Ntom el tava te lava loça.,Ela estava lavando a louça então.,She was washing the dishes then.
El bem xpiel ke relutância.,Ela foi vê -lo com relutância.,She went to see him reluctantly.
El bé ma el p cinema.,Ela foi com ele para o cinema.,She went with him to the movies.
El bei ma el p cinema.,Ela foi com ele para o cinema.,She went with him to the movies.
El bá ma el p cinema.,Ela foi com ele para o cinema.,She went with him to the movies.
El bai ma el p cinema.,Ela foi com ele para o cinema.,She went with him to the movies.
El tite bei da um festa na próxim semana.,Ela dará uma festa na próxima semana.,She will give a party next week.
El te bei da um festa na próxim semana.,Ela dará uma festa na próxima semana.,She will give a party next week.
El te bei ter um bebê ne próxim mês.,Ela terá um bebê no próximo mês.,She will have a baby next month.
El tite bei ter um bebê ne próxim mês.,Ela terá um bebê no próximo mês.,She will have a baby next month.
El tite bei pagá 50 dólar no máximo.,Ela pagará 50 dólares no máximo.,She will pay 50 dollars at most.
El te bei pagá 50 dólar no máximo.,Ela pagará 50 dólares no máximo.,She will pay 50 dollars at most.
El tava te perguntá kual porta p ebri.,Ela se perguntou qual porta para abrir.,She wondered which door to open.
El xcrevê um livre sobre kel pósse.,Ela escreveu um livro sobre o pássaro.,She wrote a book about the bird.
El xcrevê sobre iss ne se diário.,Ela escreveu sobre isso em seu diário.,She wrote about it in her diary.
El xcrevem p m bem imediatamente.,Ela me escreveu para vir imediatamente.,She wrote to me to come at once.
El tite bei ser dzassete ne Feverer.,Ela será dezessete em fevereiro.,She'll be seventeen in February.
El ê um psoa mut intressante.,Ela é uma pessoa muito interessante.,She's a very interesting person.
El tite pdi o impussível.,Ela está pedindo o impossível.,She's asking for the impossible.
El e bom ne lida ke criança.,Ela é boa para lidar com crianças.,She's good at handling children.
El ê materialista e superficial.,Ela é materialista e superficial.,She's materialistic and shallow.
El ene dite admiti se err.,Ela não está admitindo seu erro.,She's not admitting her mistake.
El ê ses one mas vei ke mim.,Ela é seis anos mais velha do que eu.,She's six years older than I am.
El te preocupód ke se segurança.,Ela está preocupada com sua segurança.,She's worried about your safety.
No devê contá tud gent ou não?,Devemos contar a todos ou não?,Should we tell everybody or not?
Mostram tonte dnher ke bô tem?,Mostre -me quanto dinheiro você tem.,Show me how much money you have.
Mostram kemim p paragem de ônibus.,Mostre -me o caminho para o ponto de ônibus.,Show me the way to the bus stop.
Mostrem kemim p paragem de ônibus.,Mostre -me o caminho para o ponto de ônibus.,Show me the way to the bus stop.
Mostram ukê ke bô fazê ate agora.,Mostre -me o que você fez até agora.,Show me what you've done so far.
Mostrem ukê ke bô fezê ate agora.,Mostre -me o que você fez até agora.,Show me what you've done so far.
"Desde ke m tava consód, m trá um soneca.","Desde que eu estava cansado, tirei uma soneca.","Since I was tired, I took a nap."
"Já ke m tei, txem esdób.","Já que estou aqui, deixe -me ajudá -lo.","Since I'm here, let me help you."
"Já ke m te li, txam isdób.","Já que estou aqui, deixe -me ajudá -lo.","Since I'm here, let me help you."
"Cantá kel música mas um vez, dfavor.","Cante a música mais uma vez, por favor.","Sing the song once more, please."
Sentá ei e kecê bô mesm.,Sente -se aqui e aqueça -se.,Sit down here and warm yourself.
Xcrave era consideród propriedade.,Os escravos eram considerados propriedades.,Slaves were considered property.
Criança peknin ê mut curiose.,Crianças pequenas são muito curiosas.,Small children are very curious.
Txer ê um de kes cinc sentid.,O cheiro é um dos cinco sentidos.,Smell is one of the five senses.
Fmáça sei kel chaminé.,A fumaça saiu da chaminé.,Smoke poured out of the chimney.
Fmá afetá se saúde.,Fumar afetou sua saúde.,Smoking has affected his health.
"Ntom, ukê ke bô krê ke pe fazê.","Então, o que você quer que eu faça?",So what is it you want me to do?
Alguns animal tem med de fog.,Alguns animais têm medo de fogo.,Some animals are afraid of fire.
Alguns mnininha ê naturalmente bnita.,Algumas garotas são naturalmente bonitas.,Some girls are naturally pretty.
Alguém robem nha mala.,Alguém roubou minha mala.,Somebody has stolen my suitcase.
Alguém tite sebi kes xcada.,Alguém está subindo as escadas.,Somebody's coming up the stairs.
Alguém te sebi kes xcada.,Alguém está subindo as escadas.,Somebody's coming up the stairs.
"Elgum dia, nhe sonhe te torná realidade.","Algum dia, meu sonho se tornará realidade.",Someday my dream will come true.
Alguém invadi nha apartament.,Alguém invadiu meu apartamento.,Someone broke into my apartment.
Alguém txmal onte.,Alguém a chamou ontem.,Someone called on her yesterday.
Alguém txmel onte.,Alguém a chamou ontem.,Someone called on her yesterday.
Alguém robá tud nhe dnher.,Alguém roubou todo o meu dinheiro.,Someone has stolen all my money.
Alguém te xcondíd na cont.,Alguém está escondido no canto.,Someone is hiding in the corner.
Alguém tite batê na porta.,Alguém está batendo na porta.,Someone is knocking at the door.
Alguém te betê na porta.,Alguém está batendo na porta.,Someone is knocking at the door.
Alguém devê ter el txód lá.,Alguém deve ter deixado lá.,Someone must have left it there.
Algo ruim tite bem contsê.,Algo ruim vai acontecer.,Something bad's going to happen.
Algo ruim tem contsê.,Algo ruim vai acontecer.,Something bad's going to happen.
Algo ruim te bem contsê.,Algo ruim vai acontecer.,Something bad's going to happen.
"Algo contsê, onoh?","Algo aconteceu, não foi?","Something did happen, didn't it?"
Algo xtronhê tite contsê ei.,Algo estranho está acontecendo aqui.,Something weird's going on here.
Às vez m te oiel ne clube.,Às vezes eu o vejo no clube.,Sometimes I see him at the club.
Às vez tud te dá meriód.,Às vezes tudo dá errado.,Sometimes everything goes wrong.
"Desculpem, mas mim ene de conseguí fezel.","Desculpe, mas não consigo fazê -lo.","Sorry, but I am unable to do so."
Primavera tite bem xtód ei ne pok temp.,A primavera estará aqui em pouco tempo.,Spring will be here before long.
Kes xtrela tava te brilhá ne céu.,As estrelas estavam brilhando no céu.,Stars were twinkling in the sky.
"Fcá ei not inter, se bô kizer.","Fique aqui a noite toda, se quiser.",Stay here all night if you want.
Pará. Bô tite fazem corá.,Pare. Você está me fazendo corar.,Stop it. You're making me blush.
Pará. Bô tite fezem corá.,Pare. Você está me fazendo corar.,Stop it. You're making me blush.
Rumor xtronhê tite contsê.,Rumores estranhos estão acontecendo.,Strange rumors are going around.
Kes alun tite krrê p xcolá.,Os alunos estão correndo para a escola.,Students are hurrying to school.
Tais incidente ê bastante comun.,Tais incidentes são bastante comuns.,Such incidents are quite common.
Tais incidente ê bestente comun.,Tais incidentes são bastante comuns.,Such incidents are quite common.
Kel ceia ê servíd nove e meia.,A ceia é servida em nove e meia.,Supper is served at nine-thirty.
Kel suor tite pingá de se rost.,O suor está pingando do rosto dele.,Sweat is dripping from his face.
Natação te torná bos perna forte.,A natação torna suas pernas fortes.,Swimming makes your legs strong.
Panhá bô casóc ne cas de dá txuvá.,Pegue seu casaco para o caso de chover.,Take your coat in case it rains.
Sem pressa. Ene dem pressa.,Sem pressa. Não há pressa.,Take your time. There's no rush.
Dzê Tom ke mim ene dem se dnher.,Diga a Tom que eu não tenho seu dinheiro.,Tell Tom I don't have his money.
Dzê objetiv de bô plon.,Diga -me o objeto do seu plano.,Tell me the object of your plan.
Contá nos um pkedin de bô.,Conte-nos um pouco sobre você.,Tell us a little about yourself.
Dzê p kem bem ke m te for a.,Diga a quem vem que estou fora.,Tell whoever comes that I'm out.
Dez prisioner sei de prisão.,Dez prisioneiros saíram da prisão.,Ten prisoners broke out of jail.
Brigada p bem contsem.,Obrigado por vir me conhecer.,Thank you for coming to meet me.
Obrigada p bem contsem.,Obrigado por vir me conhecer.,Thank you for coming to meet me.
Brigada pe tornel tão fácil.,Obrigado por torná -lo tão fácil.,Thank you for making it so easy.
Obrigada pe tornel tão fácil.,Obrigado por torná -lo tão fácil.,Thank you for making it so easy.
Mut obrigada p ter vind.,Muito obrigado por ter vindo.,Thank you so much for coming by.
